Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
"New York",Weekly,"2020-02-23 00:00:00","Conventional ",1.290000000,1519918.52,47798.43,625294.95,4138.99,842686.15,515006.03,319982.58,7697.54
"New York",Weekly,"2020-02-16 00:00:00","Conventional ",1.420000000,1686830.22,45411.63,933931.30,3248.72,704238.57,515026.46,181003.92,8208.19
"New York",Weekly,"2020-02-09 00:00:00","Conventional ",1.300000000,2349123.76,54631.56,1339063.68,3866.23,951562.29,706034.69,236387.67,9139.93
"New York",Weekly,"2020-02-02 00:00:00","Conventional ",1.270000000,3046976.29,73326.12,2182641.25,9197.49,778713.65,620127.88,150716.83,7868.94
Northeast,Weekly,"2020-02-23 00:00:00","Conventional ",1.250000000,5029018.34,304272.20,2582053.67,7086.06,2135606.41,1323137.29,776786.26,35682.86
Northeast,Weekly,"2020-02-16 00:00:00","Conventional ",1.300000000,5056925.02,297396.27,2923539.33,5656.32,1830333.10,1266756.17,523575.72,40001.21
Northeast,Weekly,"2020-02-09 00:00:00","Conventional ",1.190000000,6582820.81,309813.83,3823702.80,6798.00,2442506.18,1576729.81,827554.14,38222.23
Northeast,Weekly,"2020-02-02 00:00:00","Conventional ",1.150000000,7853518.54,359434.96,5286223.56,14776.36,2189985.88,1451187.60,710238.44,28559.84
"Northern New England",Weekly,"2020-02-23 00:00:00","Conventional ",1.190000000,598681.96,12277.93,443292.69,157.30,142954.04,41758.14,98402.57,2793.33
"Northern New England",Weekly,"2020-02-16 00:00:00","Conventional ",1.260000000,500748.91,10459.84,393255.65,175.82,96857.60,32188.37,60645.90,4023.33
"Northern New England",Weekly,"2020-02-09 00:00:00","Conventional ",1.040000000,613459.06,10944.05,454006.58,110.92,148397.51,27893.88,118300.30,2203.33
"Northern New England",Weekly,"2020-02-02 00:00:00","Conventional ",0.930000000,851592.60,12098.28,719472.60,239.97,119781.75,30810.35,88934.73,36.67
Orlando,Weekly,"2020-02-23 00:00:00","Conventional ",1.010000000,578904.85,219485.86,13960.19,83.19,345375.61,137147.23,208218.38,10.00
Orlando,Weekly,"2020-02-16 00:00:00","Conventional ",0.990000000,586371.74,235513.46,15660.18,58.00,335140.10,121794.71,213342.29,3.10
Orlando,Weekly,"2020-02-09 00:00:00","Conventional ",0.980000000,632691.27,243403.94,16722.94,134.19,372430.20,129180.29,243238.82,11.09
Orlando,Weekly,"2020-02-02 00:00:00","Conventional ",0.880000000,820587.57,310374.75,22880.67,1313.98,486018.17,124202.97,361811.87,3.33
Philadelphia,Weekly,"2020-02-23 00:00:00","Conventional ",1.180000000,475268.67,29388.99,206045.18,432.24,239402.26,175209.23,59378.59,4814.44
Philadelphia,Weekly,"2020-02-16 00:00:00","Conventional ",1.220000000,553513.46,29715.66,280223.00,351.34,243223.46,190354.43,47785.38,5083.65
Philadelphia,Weekly,"2020-02-09 00:00:00","Conventional ",1.030000000,798501.28,29883.19,388703.10,566.06,379348.93,319139.83,54688.85,5520.25
Philadelphia,Weekly,"2020-02-02 00:00:00","Conventional ",1.140000000,752075.14,35163.39,441079.89,1170.19,274661.67,216970.16,53206.07,4485.44
Phoenix/Tucson,Weekly,"2020-02-23 00:00:00","Conventional ",0.670000000,1547087.17,469399.26,233420.12,4148.68,840119.11,207999.46,631094.77,1024.88
Phoenix/Tucson,Weekly,"2020-02-16 00:00:00","Conventional ",0.700000000,1636874.33,602670.22,260006.00,3464.62,770733.49,196298.56,565964.93,8470.00
Phoenix/Tucson,Weekly,"2020-02-09 00:00:00","Conventional ",0.760000000,1438239.82,412361.74,253463.05,3625.11,768789.92,233288.95,535473.65,27.32
Phoenix/Tucson,Weekly,"2020-02-02 00:00:00","Conventional ",0.740000000,1714623.50,509162.05,314475.75,5574.80,885410.90,243963.87,641318.45,128.58
Pittsburgh,Weekly,"2020-02-23 00:00:00","Conventional ",1.260000000,119223.93,41200.67,7258.95,261.02,70503.29,31956.16,38547.13,0.00
Pittsburgh,Weekly,"2020-02-16 00:00:00","Conventional ",1.250000000,110686.83,39243.21,6405.34,255.81,64782.47,29439.98,35342.49,0.00
Pittsburgh,Weekly,"2020-02-09 00:00:00","Conventional ",1.250000000,116638.18,39648.59,7988.33,285.57,68715.69,30181.64,38530.72,3.33
Pittsburgh,Weekly,"2020-02-02 00:00:00","Conventional ",0.960000000,177110.14,66765.70,12318.42,419.75,97606.27,27950.73,69654.43,1.11
Plains,Weekly,"2020-02-23 00:00:00","Conventional ",1.040000000,2254926.87,938824.59,483873.55,2545.25,829683.48,624155.41,147789.45,57738.62
Plains,Weekly,"2020-02-16 00:00:00","Conventional ",1.050000000,2116546.15,908099.78,416826.08,2078.95,789541.34,541402.03,192471.97,55667.34
Plains,Weekly,"2020-02-09 00:00:00","Conventional ",0.930000000,2440147.50,1006578.24,512021.67,2331.12,919216.47,574885.97,285037.86,59292.64
Plains,Weekly,"2020-02-02 00:00:00","Conventional ",0.760000000,3587553.87,1757946.12,741630.92,3870.82,1084106.01,757319.30,270430.71,56356.00
Portland,Weekly,"2020-02-23 00:00:00","Conventional ",1.020000000,897227.15,75040.87,119947.32,2286.73,699952.23,384599.53,297887.37,17465.33
Portland,Weekly,"2020-02-16 00:00:00","Conventional ",1.210000000,660385.88,87963.00,81026.25,4000.86,487395.77,250941.02,224341.59,12113.16
Portland,Weekly,"2020-02-09 00:00:00","Conventional ",1.060000000,757961.84,101975.40,105861.02,2916.94,547208.48,234386.61,291717.36,21104.51
Portland,Weekly,"2020-02-02 00:00:00","Conventional ",0.870000000,988467.11,84203.28,138920.48,3450.64,761892.71,441345.11,293146.87,27400.73
Raleigh/Greensboro,Weekly,"2020-02-23 00:00:00","Conventional ",1.080000000,438975.40,188771.05,72200.88,2932.76,175070.71,102435.52,72631.86,3.33
Raleigh/Greensboro,Weekly,"2020-02-16 00:00:00","Conventional ",1.070000000,411222.66,155241.72,55686.73,2325.80,197968.41,122913.84,75016.19,38.38
Raleigh/Greensboro,Weekly,"2020-02-09 00:00:00","Conventional ",1.010000000,439415.93,174869.10,57112.93,2372.27,205061.63,130357.00,74687.96,16.67
Raleigh/Greensboro,Weekly,"2020-02-02 00:00:00","Conventional ",0.770000000,634425.45,249992.39,99257.86,3715.70,281459.50,205769.03,75683.80,6.67
Richmond/Norfolk,Weekly,"2020-02-23 00:00:00","Conventional ",0.890000000,361827.36,116719.29,66572.49,791.24,177744.34,137784.31,34663.47,5296.56
Richmond/Norfolk,Weekly,"2020-02-16 00:00:00","Conventional ",0.910000000,358809.52,93041.48,73461.47,583.02,191723.55,133033.13,52614.51,6075.91
Richmond/Norfolk,Weekly,"2020-02-09 00:00:00","Conventional ",0.890000000,371930.56,81810.25,91796.12,694.04,197630.15,108640.15,83950.00,5040.00
Richmond/Norfolk,Weekly,"2020-02-02 00:00:00","Conventional ",0.740000000,502575.40,146134.26,108089.73,1027.91,247323.50,149527.89,97728.95,66.66
Roanoke,Weekly,"2020-02-23 00:00:00","Conventional ",0.910000000,210979.64,70247.73,25298.16,73.53,115360.22,79345.52,34693.99,1320.71
Roanoke,Weekly,"2020-02-16 00:00:00","Conventional ",0.920000000,211300.79,60657.47,28673.06,42.15,121928.11,80888.92,39459.19,1580.00
Roanoke,Weekly,"2020-02-09 00:00:00","Conventional ",0.870000000,229301.09,55211.33,41151.86,52.24,132885.66,57040.60,74586.93,1258.13
Roanoke,Weekly,"2020-02-02 00:00:00","Conventional ",0.750000000,288859.22,89351.19,45630.75,114.30,153762.98,68343.66,85379.32,40.00
Sacramento,Weekly,"2020-02-23 00:00:00","Conventional ",1.310000000,509140.32,161031.09,171833.78,1454.59,174820.86,106290.48,67728.16,802.22
Sacramento,Weekly,"2020-02-16 00:00:00","Conventional ",1.130000000,566935.86,144487.52,215003.18,2587.84,204857.32,89167.96,111436.77,4252.59
Sacramento,Weekly,"2020-02-09 00:00:00","Conventional ",1.320000000,473639.46,163962.37,142373.82,5214.49,162088.78,89993.58,66141.16,5954.04
Sacramento,Weekly,"2020-02-02 00:00:00","Conventional ",0.980000000,810953.94,204718.46,352816.51,4323.21,249095.76,98884.16,142068.74,8142.86
"San Diego",Weekly,"2020-02-23 00:00:00","Conventional ",0.940000000,807001.48,114073.39,21421.55,9526.66,661979.88,428742.81,227276.92,5960.15
"San Diego",Weekly,"2020-02-16 00:00:00","Conventional ",1.170000000,512625.22,99847.43,22427.47,7565.96,382784.36,184540.00,193804.17,4440.19
"San Diego",Weekly,"2020-02-09 00:00:00","Conventional ",1.030000000,605227.62,126793.59,30859.31,14731.94,432842.78,192873.06,230448.62,9521.10
"San Diego",Weekly,"2020-02-02 00:00:00","Conventional ",0.770000000,1100167.10,165920.66,48892.34,16251.17,869102.93,563616.02,303605.45,1881.46
"San Francisco",Weekly,"2020-02-23 00:00:00","Conventional ",1.490000000,899133.18,228355.64,234499.28,3794.48,432483.78,164487.81,265885.46,2110.51
"San Francisco",Weekly,"2020-02-16 00:00:00","Conventional ",1.010000000,1173570.81,212947.66,330682.23,6634.78,623306.14,115907.64,502189.56,5208.94
"San Francisco",Weekly,"2020-02-09 00:00:00","Conventional ",1.330000000,870197.43,277911.93,177232.40,11314.57,403738.53,132875.35,259417.51,11445.67
"San Francisco",Weekly,"2020-02-02 00:00:00","Conventional ",0.990000000,1469440.60,374771.23,383222.83,11586.90,699859.64,145664.56,541920.94,12274.14
Seattle,Weekly,"2020-02-23 00:00:00","Conventional ",1.310000000,645809.33,82607.79,92127.91,242.59,470831.04,174406.81,295761.90,662.33
Seattle,Weekly,"2020-02-16 00:00:00","Conventional ",1.440000000,570294.63,84581.82,69826.87,305.78,415580.16,186889.89,228253.00,437.27
Seattle,Weekly,"2020-02-09 00:00:00","Conventional ",1.310000000,633151.38,85068.34,88356.47,589.93,459136.64,159867.61,298203.59,1065.44
Seattle,Weekly,"2020-02-02 00:00:00","Conventional ",1.120000000,801237.11,88517.72,105579.31,699.21,606440.87,306249.67,299121.82,1069.38
"South Carolina",Weekly,"2020-02-23 00:00:00","Conventional ",1.000000000,512651.79,226394.67,47041.10,1003.42,238212.60,169119.14,69064.83,28.63
"South Carolina",Weekly,"2020-02-16 00:00:00","Conventional ",1.000000000,509177.09,206605.38,45656.82,889.71,256025.18,169554.47,86451.82,18.89
"South Carolina",Weekly,"2020-02-09 00:00:00","Conventional ",0.990000000,545002.19,224569.00,48977.02,783.63,270672.54,174734.60,95889.54,48.40
"South Carolina",Weekly,"2020-02-02 00:00:00","Conventional ",0.850000000,697351.05,303103.30,63576.62,1317.37,329353.76,208358.37,120790.95,204.44
"South Central",Weekly,"2020-02-23 00:00:00","Conventional ",0.780000000,7559441.52,3119620.26,868623.68,84432.55,3486765.03,1785539.19,1615775.25,85450.59
"South Central",Weekly,"2020-02-16 00:00:00","Conventional ",0.760000000,7424905.96,3219913.95,716713.07,111217.77,3377061.17,1913148.64,1378495.27,85417.26
"South Central",Weekly,"2020-02-09 00:00:00","Conventional ",0.710000000,8419544.25,3568013.51,917288.54,107766.26,3826475.94,1871411.94,1858827.85,96236.15
"South Central",Weekly,"2020-02-02 00:00:00","Conventional ",0.660000000,10188128.71,3942962.47,1159692.28,245475.52,4839998.44,2615445.12,2137235.46,87317.86
Southeast,Weekly,"2020-02-23 00:00:00","Conventional ",0.990000000,5600716.01,2394018.09,236900.55,2806.45,2966990.92,1453101.74,1507105.41,6783.77
Southeast,Weekly,"2020-02-16 00:00:00","Conventional ",0.960000000,5720106.52,2310886.91,260345.54,2438.43,3146435.64,1431382.77,1708224.26,6828.61
Southeast,Weekly,"2020-02-09 00:00:00","Conventional ",0.970000000,6142554.27,2539286.60,304582.55,2807.65,3295877.47,1462121.05,1825423.15,8333.27
Southeast,Weekly,"2020-02-02 00:00:00","Conventional ",0.880000000,7902525.57,3349271.58,379627.89,8892.81,4164733.29,1628894.98,2526795.33,9042.98
Spokane,Weekly,"2020-02-23 00:00:00","Conventional ",1.140000000,120926.71,20639.93,13937.26,29.78,86319.74,35890.33,50302.08,127.33
Spokane,Weekly,"2020-02-16 00:00:00","Conventional ",1.230000000,107805.70,20985.73,9520.70,97.05,77202.22,44652.41,32440.87,108.94
Spokane,Weekly,"2020-02-09 00:00:00","Conventional ",1.120000000,111345.03,22753.58,12527.46,52.04,76011.95,36995.57,38921.50,94.88
Spokane,Weekly,"2020-02-02 00:00:00","Conventional ",0.980000000,140713.83,21825.74,14936.78,19.32,103931.99,60938.53,42977.25,16.21
"St. Louis",Weekly,"2020-02-23 00:00:00","Conventional ",1.250000000,187602.81,78880.84,11300.30,184.07,97237.60,84272.58,1540.38,11424.64
"St. Louis",Weekly,"2020-02-16 00:00:00","Conventional ",1.220000000,177317.60,73793.38,10540.01,166.46,92817.75,77635.19,4536.75,10645.81
"St. Louis",Weekly,"2020-02-09 00:00:00","Conventional ",1.040000000,204217.60,86909.64,10067.23,179.84,107060.89,93338.51,4366.33,9356.05
"St. Louis",Weekly,"2020-02-02 00:00:00","Conventional ",0.860000000,307137.85,146301.87,11998.29,176.40,148661.29,134852.31,5570.65,8238.33
Syracuse,Weekly,"2020-02-23 00:00:00","Conventional ",1.210000000,92988.98,3598.48,48640.36,10.79,40739.35,30280.00,8774.91,1684.44
Syracuse,Weekly,"2020-02-16 00:00:00","Conventional ",1.170000000,79909.48,3238.72,41880.65,14.17,34775.94,24371.64,8594.30,1810.00
Syracuse,Weekly,"2020-02-09 00:00:00","Conventional ",1.070000000,92372.21,3513.95,45253.65,10.17,43594.44,16974.90,24616.21,2003.33
Syracuse,Weekly,"2020-02-02 00:00:00","Conventional ",0.950000000,140506.77,3959.85,78843.31,9.39,57694.22,29589.93,26397.62,1706.67
Tampa,Weekly,"2020-02-23 00:00:00","Conventional ",0.970000000,634028.40,234894.80,20264.99,336.69,378531.92,111673.37,266848.55,10.00
Tampa,Weekly,"2020-02-16 00:00:00","Conventional ",0.910000000,644775.90,232219.83,18128.53,335.44,394092.10,124184.89,269894.88,12.33
Tampa,Weekly,"2020-02-09 00:00:00","Conventional ",0.970000000,674002.93,247588.95,19788.83,338.14,406287.01,120490.20,285762.15,34.66
Tampa,Weekly,"2020-02-02 00:00:00","Conventional ",0.880000000,890295.47,316326.11,26906.19,1233.41,545829.76,122991.80,422811.29,26.67
"Total U.S.",Weekly,"2020-02-23 00:00:00","Conventional ",1.010000000,45009239.58,12700928.54,7811581.19,685823.58,23810906.27,13227463.27,9952406.07,631036.93
"Total U.S.",Weekly,"2020-02-16 00:00:00","Conventional ",1.020000000,42730997.99,12495822.19,7867289.20,521606.52,21846280.08,11583695.32,9598983.40,663601.36
"Total U.S.",Weekly,"2020-02-09 00:00:00","Conventional ",0.960000000,47887559.28,13668923.46,9377990.27,768746.13,24071899.42,12455683.71,10778544.52,837671.19
"Total U.S.",Weekly,"2020-02-02 00:00:00","Conventional ",0.850000000,63428864.75,17494332.27,13036382.62,1205863.48,31689188.60,17403574.03,13327600.76,958013.81
West,Weekly,"2020-02-23 00:00:00","Conventional ",0.950000000,8436094.08,1837050.37,1061907.77,35523.38,5501612.56,2220729.96,3198687.31,82195.29
West,Weekly,"2020-02-16 00:00:00","Conventional ",0.990000000,8004849.00,2130640.86,1025031.37,42704.75,4806472.02,1929347.42,2782821.75,94302.85
West,Weekly,"2020-02-09 00:00:00","Conventional ",0.940000000,8293736.00,2089938.42,1102741.04,42820.94,5058235.60,1903049.36,3072688.32,82497.92
West,Weekly,"2020-02-02 00:00:00","Conventional ",0.890000000,10065327.68,2173287.69,1454439.82,70713.86,6366886.31,2737871.91,3533282.33,95732.07
"West Tex/New Mexico",Weekly,"2020-02-23 00:00:00","Conventional ",0.850000000,944378.31,372868.93,86089.28,46450.94,438969.16,246123.67,191861.80,983.69
"West Tex/New Mexico",Weekly,"2020-02-16 00:00:00","Conventional ",0.840000000,996275.47,433242.03,65211.57,62939.27,434882.60,235217.77,193825.44,5839.39
"West Tex/New Mexico",Weekly,"2020-02-09 00:00:00","Conventional ",0.770000000,1146002.91,530734.32,59864.41,63341.19,492062.99,275530.73,215457.81,1074.45
"West Tex/New Mexico",Weekly,"2020-02-02 00:00:00","Conventional ",0.790000000,1275439.33,504216.81,100162.86,130997.83,540061.83,293885.55,245378.19,798.09
Albany,Weekly,"2020-02-23 00:00:00",Organic,1.500000000,2755.25,34.59,294.91,0.00,2425.75,1177.58,1248.17,0.00
Albany,Weekly,"2020-02-16 00:00:00",Organic,1.500000000,2831.99,32.19,299.07,0.00,2500.73,1132.02,1368.71,0.00
Albany,Weekly,"2020-02-09 00:00:00",Organic,1.480000000,3775.63,57.71,494.82,0.00,3223.10,1295.39,1927.71,0.00
Albany,Weekly,"2020-02-02 00:00:00",Organic,1.580000000,2390.28,139.10,261.99,0.00,1989.19,1230.16,759.03,0.00
Atlanta,Weekly,"2020-02-23 00:00:00",Organic,1.300000000,27860.42,103.26,3287.22,0.00,24469.94,15780.07,8689.87,0.00
Atlanta,Weekly,"2020-02-16 00:00:00",Organic,1.100000000,29847.79,97.17,3050.14,0.00,26700.48,20963.37,5737.11,0.00
Atlanta,Weekly,"2020-02-09 00:00:00",Organic,1.340000000,18639.64,108.82,3287.57,0.00,15243.25,9610.88,5632.37,0.00
Atlanta,Weekly,"2020-02-02 00:00:00",Organic,1.500000000,28670.48,118.06,3873.11,0.00,24679.31,8854.47,15824.84,0.00
Baltimore/Washington,Weekly,"2020-02-23 00:00:00",Organic,1.280000000,49781.47,213.56,3447.90,14.56,46105.45,45890.73,214.72,0.00
Baltimore/Washington,Weekly,"2020-02-16 00:00:00",Organic,1.200000000,52711.30,204.05,3197.58,5.33,49304.34,48684.55,619.79,0.00
Baltimore/Washington,Weekly,"2020-02-09 00:00:00",Organic,1.260000000,46570.84,178.01,3770.04,13.31,42609.48,41599.13,1010.35,0.00
Baltimore/Washington,Weekly,"2020-02-02 00:00:00",Organic,1.100000000,60918.56,241.81,3306.57,25.26,57344.92,56132.36,1212.56,0.00
Boise,Weekly,"2020-02-23 00:00:00",Organic,1.660000000,4378.32,0.00,585.22,0.00,3793.10,1564.31,2228.79,0.00
Boise,Weekly,"2020-02-16 00:00:00",Organic,1.640000000,4378.11,0.00,587.90,0.00,3790.21,1281.44,2502.74,6.03
Boise,Weekly,"2020-02-09 00:00:00",Organic,1.470000000,4040.30,0.00,471.40,0.00,3568.90,1312.27,2256.63,0.00
Boise,Weekly,"2020-02-02 00:00:00",Organic,1.430000000,3629.49,0.00,540.68,0.00,3088.81,1304.64,1784.17,0.00
Boston,Weekly,"2020-02-23 00:00:00",Organic,1.650000000,26087.89,137.35,1731.78,0.00,24218.76,19056.32,5162.44,0.00
Boston,Weekly,"2020-02-16 00:00:00",Organic,1.770000000,24494.31,120.88,1464.85,0.00,22908.58,18007.37,4901.21,0.00
Boston,Weekly,"2020-02-09 00:00:00",Organic,1.710000000,25625.30,53.23,1697.28,0.00,23874.79,18920.43,4954.36,0.00
Boston,Weekly,"2020-02-02 00:00:00",Organic,1.730000000,23966.63,56.26,1935.83,0.00,21974.54,18003.20,3971.34,0.00
Buffalo/Rochester,Weekly,"2020-02-23 00:00:00",Organic,1.100000000,16699.79,358.97,168.78,0.00,16172.04,9948.46,6223.58,0.00
Buffalo/Rochester,Weekly,"2020-02-16 00:00:00",Organic,1.440000000,11037.36,337.52,250.11,0.00,10449.73,2643.20,7806.53,0.00
Buffalo/Rochester,Weekly,"2020-02-09 00:00:00",Organic,1.270000000,10403.29,516.92,225.36,0.00,9661.01,4954.59,4706.42,0.00
Buffalo/Rochester,Weekly,"2020-02-02 00:00:00",Organic,1.190000000,11945.76,1068.74,316.66,0.00,10560.36,4339.10,6221.26,0.00
California,Weekly,"2020-02-23 00:00:00",Organic,1.710000000,330011.38,33757.95,25311.99,1.63,270939.81,251455.37,19484.44,0.00
California,Weekly,"2020-02-16 00:00:00",Organic,1.740000000,315892.78,28246.45,17057.69,1.63,270587.01,252579.76,18007.25,0.00
California,Weekly,"2020-02-09 00:00:00",Organic,1.710000000,314888.81,21975.76,18574.92,0.00,274338.13,223067.96,51270.17,0.00
California,Weekly,"2020-02-02 00:00:00",Organic,1.730000000,321898.48,16184.11,18126.79,0.00,287587.58,235561.49,52026.09,0.00
Charlotte,Weekly,"2020-02-23 00:00:00",Organic,1.510000000,15863.61,191.81,3384.93,53.37,12233.50,4048.54,8184.96,0.00
Charlotte,Weekly,"2020-02-16 00:00:00",Organic,1.590000000,14271.31,124.29,3320.44,68.68,10757.90,3745.00,7012.90,0.00
Charlotte,Weekly,"2020-02-09 00:00:00",Organic,1.620000000,15341.49,129.96,3645.35,47.04,11519.14,4064.30,7454.84,0.00
Charlotte,Weekly,"2020-02-02 00:00:00",Organic,1.530000000,16890.31,79.14,3295.98,33.19,13482.00,4832.01,8649.99,0.00
Chicago,Weekly,"2020-02-23 00:00:00",Organic,1.480000000,43078.54,795.28,5030.26,0.00,37253.00,36820.88,432.12,0.00
Chicago,Weekly,"2020-02-16 00:00:00",Organic,1.480000000,67075.10,1141.40,6243.68,0.00,59690.02,58753.63,936.39,0.00
Chicago,Weekly,"2020-02-09 00:00:00",Organic,1.150000000,121001.71,2002.58,11584.41,0.00,107414.72,106823.56,591.16,0.00
Chicago,Weekly,"2020-02-02 00:00:00",Organic,1.020000000,99504.91,1688.41,11413.13,0.00,86403.37,83578.74,2824.63,0.00
Cincinnati/Dayton,Weekly,"2020-02-23 00:00:00",Organic,1.060000000,31825.49,98.30,2069.23,0.00,29657.96,26182.96,3475.00,0.00
Cincinnati/Dayton,Weekly,"2020-02-16 00:00:00",Organic,1.210000000,16405.09,88.75,2010.81,0.00,14305.53,10716.44,3589.09,0.00
Cincinnati/Dayton,Weekly,"2020-02-09 00:00:00",Organic,1.150000000,12651.31,43.73,2253.56,0.00,10354.02,5518.88,4835.14,0.00
Cincinnati/Dayton,Weekly,"2020-02-02 00:00:00",Organic,1.200000000,23358.77,58.09,2421.69,0.00,20878.99,9923.60,10955.39,0.00
Columbus,Weekly,"2020-02-23 00:00:00",Organic,1.020000000,33227.01,504.35,779.97,0.00,31942.69,28737.94,3204.75,0.00
Columbus,Weekly,"2020-02-16 00:00:00",Organic,1.020000000,26771.29,365.81,816.36,0.00,25589.12,22815.76,2773.36,0.00
Columbus,Weekly,"2020-02-09 00:00:00",Organic,0.920000000,15346.85,427.67,1040.60,0.00,13878.58,11958.76,1919.82,0.00
Columbus,Weekly,"2020-02-02 00:00:00",Organic,0.910000000,22617.32,624.69,1034.72,0.00,20957.91,16470.24,4487.67,0.00
"Dallas/Ft. Worth",Weekly,"2020-02-23 00:00:00",Organic,1.260000000,35129.45,929.67,167.59,1004.75,33027.44,23229.38,9798.06,0.00
"Dallas/Ft. Worth",Weekly,"2020-02-16 00:00:00",Organic,1.250000000,37490.40,4236.51,53.51,330.65,32869.73,20313.06,12556.67,0.00
"Dallas/Ft. Worth",Weekly,"2020-02-09 00:00:00",Organic,1.230000000,36242.67,6471.47,45.18,408.09,29317.93,17186.50,12131.43,0.00
"Dallas/Ft. Worth",Weekly,"2020-02-02 00:00:00",Organic,1.230000000,33979.46,6302.43,49.74,327.90,27299.39,15682.72,11616.67,0.00
Denver,Weekly,"2020-02-23 00:00:00",Organic,1.570000000,35935.81,3010.33,1247.84,0.00,31677.64,31559.89,117.75,0.00
Denver,Weekly,"2020-02-16 00:00:00",Organic,1.660000000,33742.79,3071.22,1167.73,2.40,29501.44,29292.41,209.03,0.00
Denver,Weekly,"2020-02-09 00:00:00",Organic,1.420000000,46659.01,5270.90,1523.86,0.00,39864.25,39683.74,180.51,0.00
Denver,Weekly,"2020-02-02 00:00:00",Organic,1.300000000,64312.26,6711.01,1798.46,0.00,55802.79,55645.37,157.42,0.00
Detroit,Weekly,"2020-02-23 00:00:00",Organic,0.850000000,50360.72,362.77,1916.10,0.00,48073.01,45002.45,3070.56,0.00
Detroit,Weekly,"2020-02-16 00:00:00",Organic,1.090000000,30452.36,359.23,1674.04,0.00,28419.09,25457.32,2961.77,0.00
Detroit,Weekly,"2020-02-09 00:00:00",Organic,1.100000000,17609.93,308.30,1957.21,0.00,15344.42,11683.29,3661.13,0.00
Detroit,Weekly,"2020-02-02 00:00:00",Organic,0.790000000,43920.88,360.25,2026.23,0.00,41534.40,34042.79,7491.61,0.00
"Grand Rapids",Weekly,"2020-02-23 00:00:00",Organic,1.200000000,9106.98,137.05,917.50,0.00,8052.43,8052.43,0.00,0.00
"Grand Rapids",Weekly,"2020-02-16 00:00:00",Organic,1.220000000,6802.77,52.88,826.57,0.00,5923.32,5918.53,4.79,0.00
"Grand Rapids",Weekly,"2020-02-09 00:00:00",Organic,1.210000000,8621.96,1.43,1122.63,0.00,7497.90,7450.23,47.67,0.00
"Grand Rapids",Weekly,"2020-02-02 00:00:00",Organic,1.050000000,8913.64,0.00,783.27,0.00,8130.37,8125.66,4.71,0.00
"Great Lakes",Weekly,"2020-02-23 00:00:00",Organic,1.040000000,364393.92,5917.77,18432.77,6.26,339988.16,315204.97,24783.19,0.00
"Great Lakes",Weekly,"2020-02-16 00:00:00",Organic,1.210000000,264315.88,4680.18,16997.26,7.82,242505.86,222607.13,19898.73,0.00
"Great Lakes",Weekly,"2020-02-09 00:00:00",Organic,1.120000000,268307.79,5314.39,23978.45,0.00,238983.42,218867.26,20116.16,0.00
"Great Lakes",Weekly,"2020-02-02 00:00:00",Organic,0.980000000,330185.56,6459.48,24267.70,0.00,299448.23,256141.02,43307.21,0.00
Harrisburg/Scranton,Weekly,"2020-02-23 00:00:00",Organic,1.000000000,19605.94,410.40,356.55,0.00,18838.99,18834.14,4.85,0.00
Harrisburg/Scranton,Weekly,"2020-02-16 00:00:00",Organic,1.040000000,20809.98,415.28,421.08,0.00,19973.62,19781.63,191.99,0.00
Harrisburg/Scranton,Weekly,"2020-02-09 00:00:00",Organic,1.060000000,19216.54,489.13,421.12,0.00,18306.29,18094.04,212.25,0.00
Harrisburg/Scranton,Weekly,"2020-02-02 00:00:00",Organic,1.010000000,21424.29,466.53,592.36,0.00,20365.40,20016.30,349.10,0.00
Hartford/Springfield,Weekly,"2020-02-23 00:00:00",Organic,2.110000000,11071.26,291.28,5750.24,0.00,5029.74,4989.08,40.66,0.00
Hartford/Springfield,Weekly,"2020-02-16 00:00:00",Organic,2.070000000,10348.85,199.79,4969.53,0.00,5179.53,5174.84,4.69,0.00
Hartford/Springfield,Weekly,"2020-02-09 00:00:00",Organic,2.080000000,11003.12,253.12,5245.27,7.06,5497.67,5471.00,26.67,0.00
Hartford/Springfield,Weekly,"2020-02-02 00:00:00",Organic,1.900000000,14346.53,417.74,8386.15,1.41,5541.23,5367.76,173.47,0.00
Houston,Weekly,"2020-02-23 00:00:00",Organic,1.370000000,16004.69,283.86,29.36,0.00,15691.47,15691.47,0.00,0.00
Houston,Weekly,"2020-02-16 00:00:00",Organic,1.460000000,17429.88,3120.73,32.91,0.00,14276.24,14276.24,0.00,0.00
Houston,Weekly,"2020-02-09 00:00:00",Organic,1.430000000,14230.39,3328.93,32.11,0.00,10869.35,10869.35,0.00,0.00
Houston,Weekly,"2020-02-02 00:00:00",Organic,1.460000000,15030.12,3544.40,36.10,0.00,11449.62,11449.62,0.00,0.00
Indianapolis,Weekly,"2020-02-23 00:00:00",Organic,0.840000000,31427.88,191.78,907.83,0.00,30328.27,26449.87,3878.40,0.00
Indianapolis,Weekly,"2020-02-16 00:00:00",Organic,1.120000000,11603.15,195.04,713.45,0.00,10694.66,8943.25,1751.41,0.00
Indianapolis,Weekly,"2020-02-09 00:00:00",Organic,1.230000000,6868.21,230.13,883.32,0.00,5754.76,4275.26,1479.50,0.00
